content
American Airlines flight diverted after first-class passenger starts openly vaping: report ⁦⁦@Heather_Poole⁩ https://t.co/jEcAilACex
"@KaptainPetrovs @htTweets No question - terrible experience & his issue has been resolved, also when the refurb happens I’m sure this will change. That said the first class fare for that sector in Oct is :- American is 12.80 lakhs Swiss is 13.20 lakhs Emirates is 14.86 lakhs Lufthansa is 13.22 lakhs EK+Flydxb - 15.37 lakhs AIR INDIA IS 8.48 lakhs His video states he paid $6500/ (I’m assuming it was a last minute booking)"
"put some respect on his name, this is the head of sainz mafia QT @rilaws: My bf just sent me this photo of a dog sitting in first class on Air France https://t.co/dLMaq8QFP3"
"@ZillAndreas @Ryanair At least 45 deg, then everyone would have lay flat on Ryan air flights. Like free business class minus the business"
"@Ryanair As someone who is 6'6"" I would actually enjoy this flight much more than pretty much any non-first class seat in any airline."
Black judge says American Airlines angrily confronted her after using first-class bathroom https://t.co/NgFKGY2ebl
"@stoney_mcguire @Kellykellam @Delta Def if it’s a busy day yes , but is a nice option to have, Air France first class in their waiting room had coolers of beer etc food , included just take one out or more , it was nice , at Regan atleast"
@CP24 I was forced to sit beside a very bad BO emitting burka wearing woman in economy after having payed for business class. She had the audacity to ask for my removal after take off from London. She was pushing me away. Air Canada for you. Never received any remuneration for the inconvenience.
"Inside of the first class on British Airways lavatory. A woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is climbing to the side of this aircraft at 35,000 feet, they’ve earned the view.” 😂😂 https://t.co/pGEcaMz4Oz"
No respect these days QT @whatsn2day: Trump loyalist in MAGA hat says she was discriminated against in first class on American Airlines flight: A conservative journalist claimed she was discriminated against on an American Airlines flight because of her “Make America Great… https://t.co/lLpDUpULmG #dailymail #news
"BA only hires INTELLIGENT flight attendants https://t.co/2RcV8eDA9D QT @Turbinetraveler: Passengers flying British Airways’ Boeing 747 in First Class raised eyebrows over lavatories redesigned with windows — and no blinds. One passenger heading to New York reportedly complained about the lack of privacy. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view.”"
"X has deleted my posts to a business, Air France, it appears. & since X deleted my earlier posts to Air France, you wouldn't know about the hassles on my trip from St Maarten to Nice, returning to St Maarten through Charles de Gaulle on Air France in Business class. @elonmusk"
"Excellent 👌 The difference between business &amp; economy class has shown that luxury is contributing a lot to the global economic crisis. Especially in Nigeria, where a Pastor will acquire a Private Jet/s without having a single industry that is contributing to our economy. https://t.co/GRPaLp0qSa https://t.co/XWbyZUeOpg QT @DeeOneAyekooto: The airline suspended operations in Nigeria in August 2022 because it could not repatriate $85 million in revenue trapped in the country. However, following clearing the FX backlog by the Central Bank of Nigeria (CBN), the airline announced it would resume flight operations in the country. The airline’s service will be operated using a Boing 777-300-ER.EK783 will depart Dubai at 045 hrs and arrive in Lagos at 1520 hrs. The return flight, EK784, will depart Lagos at 1730 hrs and arrive in Dubai at 0510 hrs the next day. According to BusinessDay, a return economy class ticket from Lagos to London Heathrow on KLM costs about N2.3 million, Air France at N2.2 million; Ethiopian Airlines at N2.7 million, Egypt Air at N2.7 million, and Virgin Atlantic at N3.2 million. A return business class ticket from Lagos to London Heathrow aboard Royal Air Maroc costs N5.7 million, Air Peace at N6.5 million, Turkish Airlines at N6.9 million, Egypt Air at N7.1 million, and Qatar Airways at N7.4 million. Meanwhile, a return economy class ticket from Lagos to London Heathrow aboard Emirates costs about $1.130, amounting to N1.83 million, while the same ticket costs about $4.290, amounting to N4.9 million. Reports say an economy-class return ticket from Lagos to Dubai on Emirates costs $987, or N1.59 million at the exchange rate of N1,620 per dollar. A business class return ticket from Lagos to Dubai on Emirates costs about $4.418, about N7.1 million. A return economy class ticket from Lagos to Dubai on Turkish Airlines is around N1.63 million, Kenya Airways costs about N1.7 million, Egypt Air about 1.3 million; Qatar Airways costs about N1.3 million, Ethiopian Airlines goes for N1.5 million, and Emirates at N1.7 million. A return business class ticket from Lagos to Dubai on Egypt Air costs about N4.1 million; Kenya Airways costs N4.8 million, Qatar Airways costs N4.97 million, Turkish Airlines costs N4.98 million, and Ethiopian Airlines costs N5 million."
@AmericanAir Beyond pathetic. QT @garyleff: American Airlines Is Serving $1 Shelf Stable Pasta In First Class. Is Premium Travel Dead? - View from the Wing https://t.co/xtw32EFNj7
"The American airline industry is in the dinosaur age when it comes to customer service. WiFi should be free at the very least for 1st and Business class. https://t.co/K04RrQtWI5 QT @MarioNawfal: 🇫🇷 AIR FRANCE GOES FULL STARLINK WITH FREE WI-FI FOR ALL PASSENGERS Air France is rolling out free, ultra-fast Wi-Fi on all its flights starting in 2025, powered by Starlink’s global satellite network. Passengers in every cabin will get seamless internet access, no fees, no limits. Stream, scroll, game, or work from takeoff to landing, even over remote regions. The service connects through your Flying Blue account and works across multiple devices. Regional jets included. It’s part of a broader move to elevate the in-flight experience, turning every seat into a high-speed hotspot. Source: AirFranceCom"
"Guess she thinks the only way to have personal value is to emphasize that she has oversized breasts. Without them, I guess she thinks she has nothing else to offer. Too bad her self-esteem is her breasts https://t.co/5dOOcDdBfp QT @Raindropsmedia1: American Airlines is under fire after the only Black first-class passenger, an influencer, claimed that they conveniently ran out of all their food when it was her turn to be served, and everybody else was served. 👀 🍽️ ✈️ https://t.co/DKBObqECZZ"
"I stopped complaining about American but they still… https://t.co/Nhhalg9jDx QT @Raindropsmedia1: American Airlines is under fire after the only Black first-class passenger, an influencer, claimed that they conveniently ran out of all their food when it was her turn to be served, and everybody else was served. 👀 🍽️ ✈️ https://t.co/DKBObqECZZ"
"Poo with a view https://t.co/5PfvymWyFL QT @woofknight: Passengers flying first class on British Airways’ Boeing 747s have expressed concerns about a redesign that includes windows in some lavatories. One woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view."
You can’t get extremely cheap prices and expect first class treatment. No one feels more entitled than brokies https://t.co/Z1NDwERmA4 QT @travelingflying: @elonmusk @Ryanair Ryanair hates it when people share this https://t.co/rRplKEU67h
Looking to travel business this summer? Here's my review of flying business class on British Airways! https://t.co/ZpXr8HcQnm #newblogpost
"🤣🤣🤣 https://t.co/LkzUl8pJZ9 QT @woofknight: Passengers flying first class on British Airways’ Boeing 747s have expressed concerns about a redesign that includes windows in some lavatories. One woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view."
pretty frustrated with Alaska Airlines since we booked business class with Alaska from Mexico City with a partner American Airlines and then we were also first class coming from LAX to San Jose and we’re denied access to the lounge. My husband is a sapphire status.@AlaskaAir
"Type shit 😂💯 https://t.co/1y5SdfMvOY QT @woofknight: Passengers flying first class on British Airways’ Boeing 747s have expressed concerns about a redesign that includes windows in some lavatories. One woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view."
This Is The Type Of Class That I Wanted To Fly There! QT @tourntravelnews: Review: American Airlines Business Class Boeing 777 (LHR-MIA) https://t.co/NihXp7LJA6 https://t.co/NQDY7KdK18
"I read a fascinating article about this. It became such an essential part of his identity that when they revoked it he went into a dark depression. Really sad, weird thing. https://t.co/9x6WT7r07X QT @Rainmaker1973: In 1987, Steve Rothstein bought a $250,000 AAirpass from American Airlines, allowing unlimited first-class travel. He took over 10,000 flights, costing the airline $21 million before the pass was revoked in 2008 due to alleged misuse. https://t.co/r2CBMQV6n5"
I’m guessing this dog has a better life than me.🤣 QT @rilaws: My bf just sent me this photo of a dog sitting in first class on Air France https://t.co/dLMaq8QFP3
"Experience the luxury of Air France's new business class cabin! With expanded network services, this summer is set to be unforgettable. Check out the latest updates in our blog post. ✈️ https://t.co/ucUM9bF7Yy"
"@ryangerritsen So many reasons... https://t.co/mjZ7DmJuIP QT @Trudeaus_Ego: This morning, Minister of Pensions @theJagmeetSingh was caught living like the average Joe. While sitting in a $5,000 First Class pod on Air Canada. I wonder if anyone out there still believes us, when we say we are fighting for ordinary every day Canadians. https://t.co/EX9ScVuFt9"
"@UnacceptableOne Virgin Atlantic is always a good one, they also partner with Air France! They had tons of 40k business class seats dropped for 2025 last week plus there’s a 40% transfer bonus right now."
@Ryanair That's First Class?
"True. Between airspeed and altitude, they earned it. :) https://t.co/6TA23X8ZyV QT @nettermike: Passengers flying first class on British Airways’ Boeing 747s have expressed concerns about a redesign that includes windows in some lavatories. One woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view."
"Looks like the airline version of the Short Bus. https://t.co/mtqW892eex QT @MikeSington: Woman tries to barge into cockpit of American Airlines flight to New York. Flight attendant tackles her to the floor, chaos ensues in First Class. https://t.co/Qx72nMDjxs"
"First time booking with points they hesitated. Now they glide into business class without thinking twice. San Jose → Lisbon British Airways New 777-300ER Club Suite Cash price: $5,200 Points price: 72,500 points AA/AMEX points + $833 A door slides shut. The world feels still. This is what points can do. They turn something earned into grace. DM me your dream route and I'll make it happen"
"An hour? https://t.co/nad7w3bg8l QT @nypost: NYC CEO told ‘Men just do stuff like that,’ after fellow American Airlines passenger masturbated for an hour in first class: Lawsuit https://t.co/yJECWDrSzF https://t.co/hy69tf6L4k"
"Shame on you @Ryanair https://t.co/TGJSr1NHSn QT @Football__Tweet: Ryanair refused to refund Stephen Crean’s flight to watch Nottingham Forest play SK Sturm Graz in the Europa League earlier this month, as he couldn’t board the flight due to his stab wounds. However, British Airways have now offered the British hero two business class return tickets to Porto to see Nottingham Forest take on Sporting Braga next year. ✈️ Great gesture. 👏"
"@yellmapper Worth more than gold. https://t.co/c0F8HCILQ9 QT @Tendaijoe: In 1987, Steven Rothstein bought a lifetime “AAirpass” from American Airlines for $250,000, which allowed him to fly first class anywhere in the world, with an additional $150,000 option to bring a companion. Rothstein was one of several people who purchased these passes during a time when American Airlines was looking for quick capital due to financial struggles. The airline had anticipated that buyers would use the tickets moderately, but Rothstein took full advantage, flying over 10,000 times and reportedly costing the airline around $21 million in total. American Airlines eventually terminated his pass in 2008, accusing him of fraudulent behavior, such as booking flights for strangers as his companions and making excessive last-minute reservations. Rothstein disputed the airline’s claims, but his pass was canceled."
"British Airways can never see me again from naija to London. Very useless airline🙄 https://t.co/E7WoB1lo6g QT @bigHotbaby1: Erica Nlewedim and a British Airways staff who downgraded her ticket from business class to economy. Na wa oo How can someone pay for business class and you downgrade her ticket to economy, will you pay her back her money🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ https://t.co/q127uvtpZ5"
"They sure did 🤣🤣🤣🤣🤣 https://t.co/Gwr5UQK9qA QT @woofknight: Passengers flying first class on British Airways’ Boeing 747s have expressed concerns about a redesign that includes windows in some lavatories. One woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view."
Garnacho to Son for GW27 will be the biggest upgrade since I convinced British Airways to give me a business class seat on a flight once. #FOL
"Back in January week I NEEDED to fly back to Philadelphia to pack my ski bags (at my parents home) for a quick 48 hour turnaround time to get to the Canada Rockies on Jan 10th. My goal was to fly from Spain either the 7th or 8th, and I thought it may be tricky because plane loads are still heavy from Europe back to US post holiday season. No matter, I set my trusty seatsDOTaero text alert for MAD/BCN -> PHL (American Airlines is the only carrier that flies direct and they are notoriously hard to book with). I thought that there was a chance Alaska would list 1 or 2 biz class seats for this route, even though the Expert Flyer seat maps were showing very full. That being said, I also set alerts for all of Europe back to Philadelphia, and I was fully prepped to take a positioning flight from Spain to a Major EUR airport to catch the flight back. LOW AND MOTHER FCKING BEHOLD, I got an alert text this morning that there is 1 biz class seat open on Etihad (AA partner) for 80,000 points, direct to Philly! But hold on there, I know thanks to the Alliance and Transfer Partner sheet we have inside Phantom Community, Alaska is also a partner with AA and Etihad. So I run a manual check, and boom. 55,000 point biz class. This isn't rocket science. Most of the time when a partner airline such as Etihad is showing availability, others will too. The reason Alaska is better of course, is their biz class partner flights are priced AMAZINGLY, and its refundable if you need to cancel or change your date. No brainer. Did the clutch Amex - Hawaiian -> Alaskan transfer and called it a day. $4,250 flight for 55,000 pts, a nice $0.08 per point redemption. As always, if this seems complicated to you, feel free to ask anything below or shoot me a DM."
@Airport_FRA Hello please help. It’s been 8 days since I left my laptop aboard a Lufthansa flight on business class and have not heard back. Please advice on next steps
"I got a free upgrade to an $11,500 seat in British Airways' business class. It was great, but one thing could've made it even better. https://t.co/oDDL9gBz72 https://t.co/LmKn74IUeA"
@truckdriverpleb @WeAreCanProud Yup. Air Canada doesn't have first class. 👍
These people are sick they make fake ass stories up just to play victims &amp; destroy peoples lives in the process ! https://t.co/JhjTUOyFJa QT @joelbess: This lady Jacqueline at @AmericanAir Admiral club at LAX terminal 5 gave a snarky smile as I watched her reject a woman and her 2 kids for wearing Kippas. I watched as the mother cried and pleaded to let her in with her business class tickets even for the infant. American Airlines should be ashamed of themselves. Look at her smile while she is rejecting this poor family. #Antisemitism #antisemite #aa #americanairlines #lax #admiralsclub #jewhatred @americanaity @ADL
"@theJagmeetSingh Did you pen this from your Air Canada First Class Pod?? Stfu you fake, phoney, Maserati Marxist. Geezus you’re an annoying kunt"
@truckdriverpleb I’m hoping this is at least First Class. Air Canada gives me the fucking shudders.
Check out our latest blog post about flying business class in Air France’s A350-900 to Paris! Experience the luxury of business class with us on this incredible journey. Read the full review here: https://t.co/Uinjbg7hQr
"If this is the case when a downgrade is needed they should also give the option to fly free to where ever they’re going, every person in 1st class should be given that option, those who opt in, give you you a pool of people to choose from without pissing anyone off. https://t.co/sKJncSnmsP QT @DLuxeOhio: @slystone2016 @I_amZackk @ArtOfDialogue_ Top Status at American Airlines is Concierge Key, then Executive Business and down the remaining tiers. Thus, IF flight attendants were paying attention to their first class passenger rosters, they decided based on that info. Also, husband/wife needs to be on the same booking, otherwise they can/do split them up, when nec."
"“Get some tvs!” Looool https://t.co/ceFTjgjC7A QT @ArtOfDialogue_: ""I'm not going to let y'all disrespect me like that,"" Juvenile chooses to get off the plane after American Airlines tries to move him from first class to coach. https://t.co/CqnNCaBQQo"
"Defly shoulda been on delta he never lied not once https://t.co/jq7ee8H2rT QT @ArtOfDialogue_: ""I'm not going to let y'all disrespect me like that,"" Juvenile chooses to get off the plane after American Airlines tries to move him from first class to coach. https://t.co/CqnNCaBQQo"
"@DjsAviation Food is bad Poor quality bags in business class. Though Middle East carriers are at the top, lufthansa can upgrade its flimsy bag and low quality content"
Business Insider - I paid $500 to upgrade from business to first class on British Airways. I was blown away by luxury perks like a private suite and massages. https://t.co/wFiAZprVJ5 https://t.co/AFy3xSJG9v
"perhaps, you could share your wife w eddy haady? since eddy haady, needs millionaire child for family wealth? as male school friend of eddy haady, could you purchase puteri ticket first class american airlines for me to london?! if you, can’t afford it? don’t bark, please? 👸🏼✨🖤"
"American Airlines is complete ASS. All I needed was a 2 hour flight to Chicago and then I was first class all the way to A town. Checked in last night. Flight cancelled, 2 hours standing in line, all new flights in the cattle cars. And now have 5 hours to kill. They won't sell me a day pass to their lounge. @AmericanAir you suck!"
@tanyalovesbenny Looks like I need to fly British Airways first class. 😺
"First class on Air France, 2025 https://t.co/psSok31t9o https://t.co/xbCCYcJym3 QT @JamesLucasIT: First Class meal service on Air France, 1988 https://t.co/LFxDj4RDj9"
"Good one. I think that’s exactly what Donald Trump would have said to that “nasty woman.” https://t.co/T05snEUoiU QT @614clinton: My wife was at this bougie hairdresser getting her hair done before a trip to Florida with me. “Florida?” scoffed the hairdresser. “Why would anyone want to go there? It’s over crowded and dirty. How are you getting there?” “American airlines, we got a great deal!” “American airlines? Terrible airline,” the hairdresser said, “Old planes, ugly flight attendants, always late. And where are you staying?” “A little place called ‘The Breakers’ in Palm Beach.” “Oh, I know it,” said the hairdresser. “People think it’s exclusive, but it’s a dump.” “Well, we’re hoping to see President Trump.” “That’s rich,” laughed the hairdresser. “You and a million others. You’ll need luck on that trip!” A couple months later my wife went back for a trim. “So, how was Florida?” “Wonderful,” she said. “We flew on a brand-new American airline plane, got bumped to first class, had amazing food and wine, and a handsome young man waited on us hand and foot.” “The hotel had just had a 5 million dollar remodel. They were overbooked and gave us the owner’s suite for free!” “Yeah, yeah,” muttered the hairdresser. “But you didn’t see President Trump.” “Actually,” my wife said, “A secret service agent tapped me on the shoulder and asked if I’d like to meet him privately.” “Five minutes later, President Trump walked in, shook my hand, and spoke to me.” “Oh really?” sneered the hairdresser. “What did he say?” My wife smiled and replied, “Who the hell did your hair, that looks like sh*t, what a loser!”"
"The fact that Air France is on this list when it’s not even better than its sister company is funny. QT @spectatorindex: World's best business class airlines, 2023. 1. 🇶🇦 Qatar Airways 2. 🇸🇬 Singapore Airlines 3. 🇦🇪 Emirates 4. 🇯🇵 ANA All Nippon Airways 5. 🇺🇸 Delta Air Lines 6. 🇬🇧 Virgin Atlantic 7. 🇫🇷 Air France 8. 🇨🇳 Hainan Airlines 9. 🇭🇰 Cathay Pacific Airways 10. 🇦🇪 Etihad Airways (Skytrax) https://t.co/SIy4oUshYz"
"British Airways and the City of Joburg: Same Failure, Just 35,000 Feet Apart Last week, British Airways cancelled my flight. I wasn’t surprised. The signs were there, I even flagged it to them in advance. Their response? “We’ll deal with it if it happens.” And when it did, they failed. UK Regulation 261 is crystal clear: when an airline cancels your flight, they must rebook you in comparable conditions at the earliest opportunity — even if that means putting you on a rival carrier. BA offered me two entirely unsuitable options, then left me to fight for what the law already guarantees. I spent 45 minutes on the phone with an agent who outright lied to me — claiming UK261 “doesn’t apply,” that I didn’t understand the law, and that he couldn’t book me on non-partner airlines. Twice I asked to speak to a manager. Twice I was brushed off. And then — suddenly — a suitable Lufthansa flight was found. Nothing changed in the law. Just their willingness to follow it. This is what British Airways has become: a company that charges premium fares, then treats customers with disdain. They’ve gutted their customer service, monetised every element of the experience, and now hide behind policy to deny even basic accountability. You pay for first-class values and receive budget airline behaviour. And that same broken model — high input, zero output, maximum deflection — is exactly what we’re living through in Johannesburg. Yesterday, the MMC for Finance delivered the City’s budget speech. And while the language was polished, the subtext was clear: the suburbs have had their turn. Future investment, she implied, must now go elsewhere. There was no mention of the reality on the ground — that suburban infrastructure in Johannesburg hasn’t seen serious investment in over 30 years. That our water systems are decaying. That our substations are overloading. That roads and pavements are breaking down. Instead, the ANC-deployed cadres running the City’s finances speak as if these communities are already being ""served"" — and should now simply keep paying more for less. This is the core issue: the very residents who fund the City are treated not as stakeholders, but as cash cows. There's no reciprocity. No fairness. Just rising rates, degrading service, and a cold political message: “You’ll survive. Others need more.” In both systems — British Airways and the City of Johannesburg — we see the same pattern. The people keeping the system afloat are treated with disdain. They’re expected to pay up — premium rates, premium fares — for zero value. And any hope of accountability has vanished. Whether you're a flyer or a ratepayer, your loyalty is exploited, not respected. Let’s not pretend this is sustainable. You don’t save an airline by cutting the engines and handing out blankets to the passengers in the back. And you don’t save a city by gutting the parts that still function just to prop up the parts that have collapsed. British Airways has already been voted the worst long-haul airline by Which? Magazine — a clear sign that passengers are waking up. They’re becoming irrelevant, not because of market forces, but because of their own decisions. Johannesburg’s government is following the same path. But there’s one key difference: unlike airline executives, political leaders can be replaced. And they will be. The ANC’s grip on Johannesburg is slipping. People are seeing through the blame. Through the arrogance. Through the deliberate neglect. When the next local elections come — in 2026 or 2027 — they will not be the biggest party in this city. Because people have had enough. We are not the problem. We are not selfish for expecting service in return for what we pay. And we will no longer accept a system that punishes sustainability while rewarding collapse. That’s not equity. That’s decay. And it's time to change course — before this city, too, falls out of the sky. (Daniel Schay - 29 May 2025)"
"He was just on IG expressing the stress he felt with it being his late mom's bday and apologizing in advanced to his fans for his demeanor and then THIS?! https://t.co/lQVD5IlCOt QT @ArtOfDialogue_: ""I'm not going to let y'all disrespect me like that,"" Juvenile chooses to get off the plane after American Airlines tries to move him from first class to coach. https://t.co/CqnNCaBQQo"
"We’ve known American Airlines has always been this way… https://t.co/vr2ahMJ6XZ QT @Raindropsmedia1: American Airlines is under fire after the only Black first-class passenger, an influencer, claimed that they conveniently ran out of all their food when it was her turn to be served, and everybody else was served. 👀 🍽️ ✈️ https://t.co/DKBObqECZZ"
Another crappy day on American Airlines. You can either get upgraded based on status or have a working toliet in first class/stable WiFi but you sure as shit cannot have both. Flight SKW6365 #AmericanAirlines #skywest
"“Disappointed with @lufthansa: My flight from Chennai to Toronto was cancelled last minute without notice. Rebooked on @airindiain but faced extra baggage charges despite travelling business class. Lufthansa’s response? 10,000 points, equivalent to the fee I paid.#poorservice"
"14"" mbp perfectly fitting the KLM tray table :) i know i know all of you 16"" mbp copers definitely never use ryanair, klm or any other airline, u just fly business class and it perfectly fits there <3 https://t.co/twxCJfDVX9"
"😂😂 https://t.co/tpcAtmSzsV QT @woofknight: Passengers flying first class on British Airways’ Boeing 747s have expressed concerns about a redesign that includes windows in some lavatories. One woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view."
"K.LL HIM https://t.co/0CDjgaEh1J QT @CollinRugg: NEW: American Airlines flight attended pleas guilty to recording underaged girls in airplane bathrooms. Estes Carter Thompson III was caught secretly filming a 14-year-old girl using the bathroom by taping his phone to the back of the toilet. Investigators were shocked to find that Thompson had videos of children (aged 7, 9, 11, & 14) from other flights. Thompson was finally caught after an incident in late 2023. He had noticed a girl was waiting for the bathroom and told her to come with him to the first-class bathroom. Before entering the lavatory, Thompson said he needed to wash his hands. When inside the bathroom, he taped his phone to the seat. The girl didn't notice the phone until she got up. She took a picture to show her mother. (seen below) The mother then told her father who confronted Thompson in the back of the plane where a ""kerfuffle"" went down, according to the family's lawyer. Thompson faces up to 20 years in prison for child exploitation. A massive trove of child p*rn was also found on his electronic devices."
"Lol https://t.co/E1JHPi2PmE QT @woofknight: Passengers flying first class on British Airways’ Boeing 747s have expressed concerns about a redesign that includes windows in some lavatories. One woman traveling to New York voiced her discomfort over the lack of blinds. A stewardess reportedly responded, “Madam, if someone is clinging to the side of this aircraft at 35,000 feet, they’ve earned the view."
"JEWS been bussin America cross they head every fuccin chance they got 🤣🤣🤣 https://t.co/t0yhNEqHQA QT @Rainmaker1973: In 1987, Steve Rothstein bought a $250,000 AAirpass from American Airlines, allowing unlimited first-class travel. He took over 10,000 flights, costing the airline $21 million before the pass was revoked in 2008 due to alleged misuse. https://t.co/r2CBMQV6n5"
"Meal service aboard the Air France Boeing 747 First Class, 1988. https://t.co/VzEt5wZ03x"
none of you understand this al- nvm https://t.co/qS7QeeUePg QT @anxiousdeluxe: new Erika de Casier is sexy Air France Business Class lounge music it’s later seasons Sex and the City Carrie walking in slow motion music it’s trying on clothes at Barneys on a hot summer day music it’s perfect ugh wow
Well holy shit. My flight from JFK to LAX is way oversold and every seat is taken. To get as many people on the plane as they can they moved people from biz class to first class. They also needed to move people from coach to biz to get some of the oversold people on the plane. As I was getting ready to board they handed me a new ticket because I was upgraded to biz class. Cannot fully express how happy I am. I’ve taken so many flights the past few days and being able to lay down on this late night flight is a dream come true. Thank you American Airlines for the upgrade and also for fixing the worldwide tech issues so fast so I could get out of Paris yesterday and make the Deadpool and Wolverine junket today.
“I Flew American Airlines First Class and Had to Sanitize My Own Seat” [Roundup] - View from the Wing https://t.co/3sk2ztLFWk
"@SpiritofLem @3PickupMusicMan The Concord was retired in 2003 but the Concord ""Lounge"" remained as a VIP lounge for British Airways customers flying First Class, Overseas. I don't know if it has been renamed now but I remembered it had a couple of entrances. One of these was right by the side of the security lanes so celebs could duck into it right after security to avoid the unwashed masses. https://t.co/jNdxX3KSnq"
