read
"EX14を購入しました!
とっても可愛い色味で一目惚れし、タッチアップ無しで購入しました。
実際つけてみると発色は思っていたより薄かったです。白みがあり、やんわりピンクベージュになりました。
使用感はスルスルと付けられるし、唇も荒れなかったのでよかったです。他の色も試してみたいです。
詳細をみる"
"v08と迷ってv09購入しました。
血色感はちゃんとあるのにめっちゃお洒落な色でアンニュイな仕上がり。
白味オレンジとブラウン一滴混ぜたような色です。
正直色残りはそこそこ、塗り心地は良いけど思ったよりむっちり感はないかな。
あと皮向けしてしまったのでリピはないです。
詳細をみる"
"v02も持っており、似ているかな？と思いながらv17も気になり購入しました。しっとりしていて質が良いのは相変わらずです。どちらも好きですが、v02の方が気持ち赤寄りで、v17はピンクよりかな？と言った印象です。色素薄めの私の唇では正直はっきりとした違いはわからないくらいですが、どちらも色白めの1stサマー、2ndスプリングの私にとってどちらも使いやすいです！
詳細をみる"
"色味がほんと可愛くて大好きです。
とはいえそんなに主張しないカラーなので、アイメイクをしっかりした時でもいい感じにバランスが取れるのでお気に入りです。
詳細をみる"
"色がとても気に入った。色持ちはよくない。
詳細をみる"
"テクスチャーの良さはもちろん、色も可愛すぎて限定なのがもったいないです。
春に使いたくなるカラーですし、リップみたいな感覚で私は使えるのでかなりお気に入りです。
色付きバームが好きな方は好きだと思います。
詳細をみる"
"以前からv04を愛用していたので新色を買い足しました！

割と明るめのカラーなので春っぽいメイクをする時にもぴったりだと思います。
ブルベイエベ問わず使えそうな色味です

RMKと比べると流石に落ちやすいですが、その分唇に優しいところが気に入ってます（RMKはものすごく色持ちしますが、ちょっと乾燥します）
RMKもカネボウも塗り直し時は一回ウエットシートなどで落とす工夫が必要かな

V16もイエベ大好き系カラーだったので買い足し検討中です！
詳細をみる"
"Ex12をアットコスメにて購入。

これも発売当初よりお気に入りです。
ディオールアディクトリップグロウとともに絶賛リピート中。
画像は上からV03,V05,V07,V08 。
V07とV08は色がすぐ消えてしまいますが、V03,V05は擦っても色が残ります。

ブラックチェリーも欲しいなと思っています。
ナチュラル、しっかりメイク共に使いやすいので今後もまだ使いたいと考えています。
詳細をみる"
"V02とV17がお気に入り!

口紅だけど時間が経っても乾燥しません
唇も荒れないし、使いやすい商品です

厚みのある塗りごごちですが、透明感があってどちらも可愛い色味です

V02がコーラルレッドでV17がそれよりも少し青み寄りかな

デメリットは色持ちが悪いところで、1時間くらい経つと唇から居なくなります
詳細をみる"
"このシリーズは大好きです。
今回の限定色は、やや発色弱めなので
色を楽しむより
保湿力重視の色付きリップクリームみたいな感じで使えそうです。
詳細をみる"
