reviewer-img href,reviewer-img src,reviewer-info href,reviewer-name,icon-cmn-fav-010,reviewer-info,reviewer-info (2),reviewer-info href (2),reviewer-info (3),reviewer-info (4),reviewer-rating,repeat,mobile-date,read,read href,read (2),read href (2),read (3),read href (3),read (4),read href (4),read (5),read href (5),read (6),read href (6),read (7),read href (7),read (8),read href (8),read (9),read href (9),read (10),read href (10),read (11),read href (11),read (12),cmn-viewmore href,thum href,thum src,thum href (2),thum src (2),thum href (3),thum src (3),item-status (2),variation-list-item href,variation-list-item,variation-list-item src,variation-list-item href (2),variation-list-item (2),variation-list-item src (2),variation-list-item href (3),variation-list-item (3),variation-list-item src (3),variation-list-item href (4),variation-list-item (4),variation-list-item src (4),variation-list-item href (5),variation-list-item (5),variation-list-item src (5),clearfix (2),clearfix (4),clearfix (6),kuchikomi-on href,act-counter,icon-cmn-fav-500,ico-cmn-auth,clearfix href,clearfix href (2),clearfix href (3),clearfix href (4),clearfix (7),clearfix href (5),clearfix (8),clearfix href (6),clearfix (9),icon-cmn-fav-100,clearfix href (7),clearfix (10),clearfix href (8),clearfix (11),clearfix href (9),clearfix (12),read href (12),read (13),read href (13),read (14),icon-cmn-fav-025,date,icon-cmn-fav-050,clearfix href (10),clearfix href (11),clearfix (14),clearfix href (12),clearfix (15),clearfix href (13),clearfix (16),clearfix (17),icon-cmn-fav-005
https://my.cosme.net/open_top/show/user_id/66614,https://cache-cdn.cosme.net/media/collection/16/1078/251174_xs.jpg,https://my.cosme.net/open_top/show/user_id/66614,サーモンピンク,,51歳,敏感肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/66614,クチコミ投稿1445件,1445,5購入品,,,"今日他のものを買いにドラッグストアに行ったら、もうこちらが販売していて欲しいと思っていたので購入しました。G02です。

*G02 ピンクムーンの雫*

パケはブラックの細い円柱タイプで繰り出し式です。
出したら戻らないので、少しずつ出して使う感じです。
とろけるようなやわらかなリップ。
サーモンピンクっぽい色で、通常のリプモンより発色は控えめでツヤ感が結構あります。
白みピンクにオレンジっぽさを足したような感じ。
可愛く若々しい印象。リプモンの中で1番かわいい色なのではないかと思います。
ナチュラルメイクによさそう。
色味的にイエベ春さんが似合いそう。私はたぶんブルべ夏ですが、春色もわりと似合うタイプだからかしっくりきました。
あと唇がふっくらしてみえます。
潤い感があるので、これからの季節に良さそう。
ツヤは時間が経つと控えめになっていきます。
モチは食事をすると残ってはいるものの、通常リプモンよりは劣ります。
2番目の写真は通常リプモンで似た色と比較してみました。
1番上が02ピンクバナナ、2番目が15綿雲33000ft、1番下がこちらのG02になります。
スウォッチではピンクバナナに近い色ですが、実際に塗るとそんなに似ていないです。
先にも書きましたがサーモンピンクっぽい色で、15の発色を弱くしてピンクを強めにしたような色です。わかりづらいですが、同じ色を持っている方の参考になれば…
1枚目の写真が実際につけた色の印象に近いです。

私は色味・ツヤ・潤い感が気に入りました。
まだ1日しか使っていないので、また気になることがあったら追記したいと思います。
こちらはツヤ感や潤いを重視したい方、この色は可愛い色がお好きな方にオススメです☆
詳細をみる",https://www.cosme.net/categories/pchannel/2/,ドラッグストア,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1013/,ナチュラルメイク,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,,,,,,,,,,,https://www.cosme.net/reviews/514235984/,https://www.cosme.net/reviews/514235984/photo-1/,https://cache-cdn.cosme.net/media/collection/16/1078/10766684_l.jpg,https://www.cosme.net/reviews/514235984/photo-2/,https://cache-cdn.cosme.net/media/collection/16/1078/10766685_l.jpg,,,現品,https://www.cosme.net/variations/1185729/,G02 ピンクムーンの雫,https://fitter.cosme.net/media/product/10260/skuimg_1001941.jpg,,,,,,,,,,,,,-,,,https://www.cosme.net/contact/report-review/review_id/514235984,16,500人以上のメンバーにお気に入り登録されています,認証済,https://www.cosme.net/categories/pchannel/2/,https://www.cosme.net/categories/effect/1018/,https://www.cosme.net/categories/effect/1086/,,スーパー・ドラッグ,,ツヤ,,コストパフォーマンス,,,,,,,,,,,,,2024/10/16 20:52:48,,,,,,,,,,
https://my.cosme.net/open_top/show/user_id/5978644,https://pc.assets-cosme.net/images/user/characters/no_image/noimage_xs.gif,https://my.cosme.net/open_top/show/user_id/5978644,i123,10人以上のメンバーにお気に入り登録されています,40歳,アトピー,https://my.cosme.net/open_entry_reviewlist/list/user_id/5978644,クチコミ投稿59件,59,7購入品リピート,リピート,2025/9/12 10:59:01,"~~~~~~~EX-1購入時追記~~~~~~~
元々ハロウィンが大好きという理由で購入（笑）
もう、本当にハロウィンのコスプレで魔女メイクをする為にあるような色です。

色味はブラックに少しだけパープルを足したようなかなり濃い色です。ほぼ黒です。
ティッシュに付けてみるとパープルもよく見えてプラム色に見えますが、実際に付けるとほぼ黒です。でも、それが可愛い！！

アイメイクはやっぱりラメがキラキラなものが合います。日常使いするならアイメイクをスモーキーなものにして強めメイクに落とし込むのがお勧めです。

今年はハロウィンイベントに行く予定は無かったのですが、これを付けたことでディズニーリゾート（ハロウィンイベント時期中）に行くことがほぼ決定しました。ちなみに住んでるのは北陸です（笑）

~~~~~~~G04購入時記入~~~~~~~

2025年前半のベスコスを受賞していたので気になって購入。

ツヤバース購入は初めてでしたが、これはすごいです！！新しい質感です。リップとグロスの中間かつ両方の良いとこ取りみたいな感じで、そしてかなり膜厚でプルプルです。

購入品のG04番の色味も最高でした。黄みよりのベージュレッドって感じで、派手過ぎず使いやすいです。

これでこの値段は凄過ぎます。本当に買って良かったです。迷ってる人は、とりあえず買って損なしだと思います！
詳細をみる",https://www.cosme.net/categories/item/1154/,ティッシュ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/item/913/,グロス,,,,,,,,,,,,,,,,,https://www.cosme.net/reviews/515262807/,https://www.cosme.net/reviews/515262807/photo-1/,https://cache-cdn.cosme.net/media/collection/1459/2580/11319663_l.jpg,https://www.cosme.net/reviews/515262807/photo-2/,https://cache-cdn.cosme.net/media/collection/1459/2580/11558868_l.jpg,,,現品,https://www.cosme.net/variations/1218653/,EX-1 哀愁の亡霊,https://fitter.cosme.net/media/product/10260/skuimg_1056320.jpg,https://www.cosme.net/variations/1201785/,G04　スパイダー リリー調香師,https://fitter.cosme.net/media/product/10260/skuimg_1024220.jpg,,,,,,,,,,,,,https://www.cosme.net/contact/report-review/review_id/515262807,14,,認証済,https://www.cosme.net/categories/pchannel/1/,https://www.cosme.net/categories/effect/1002/,https://www.cosme.net/categories/effect/1013/,https://www.cosme.net/categories/effect/1018/,デパート,https://www.cosme.net/categories/effect/1064/,うるおい,https://www.cosme.net/categories/effect/1086/,ナチュラルメイク,,https://www.cosme.net/tags/tag/18347/,ツヤ,,立体感,,コストパフォーマンス,,,,,,,,,,ベスコス,,,,,,
https://my.cosme.net/open_top/show/user_id/3058039,https://pc.assets-cosme.net/images/user/characters/no_image/noimage_xs.gif,https://my.cosme.net/open_top/show/user_id/3058039,yusaharu,10人以上のメンバーにお気に入り登録されています,49歳,混合肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/3058039,クチコミ投稿84件,84,2購入品,,2024/11/1 19:53:37,"リップモンスターがお気に入りで新色や限定色が出ると、つい購入してしまいます。
こちらは見た目より薄付き（くっきり濃い色にはならない）ではあるものの、先日限定で出たリップモンスターのクリアカラーより発色は良いです。

普通のリップスティックよりかなり柔らかい塗りこごちです。(季節が夏ならドロドロになりそう…)なので繰り出して使う毎に拭っています。
正直、期待していたほど潤いもなく、色モチは良くないです。

カラバリは、可愛くて満足だったのですが、季節の変わり目のせいか？軽く塗布した翌日に唇の皮がモロモロになってしまい、ガッカリ。。。

既存品のリップモンスターのシリーズでは荒れなかったのに。

若い方向けなのかな？
発売日に楽しみにしていたので、とても残念…ごめんなさい。
リピはなしです。
詳細をみる",,,,,,,,,,,,,,,,,,,,,,,https://www.cosme.net/reviews/514262429/,https://www.cosme.net/reviews/514262429/photo-1/,https://cache-cdn.cosme.net/media/collection/746/2423/10782619_l.jpg,,,,,現品,https://www.cosme.net/variations/1185728/,G01 明後日の水たまり,https://fitter.cosme.net/media/product/10260/skuimg_1001938.jpg,https://www.cosme.net/variations/1185729/,G02 ピンクムーンの雫,https://fitter.cosme.net/media/product/10260/skuimg_1001941.jpg,,,,,,,,,,-,-,,https://www.cosme.net/contact/report-review/review_id/514262429,14,,認証済,https://www.cosme.net/categories/effect/1018/,https://www.cosme.net/categories/effect/1030/,,,ツヤ,,肌の透明感・薄づき,,,,,,,,,,,,,,,,,,,,,,,,,
https://my.cosme.net/open_top/show/user_id/577409,https://cache-cdn.cosme.net/images/user/characters/30/mychara16_xs.gif,https://my.cosme.net/open_top/show/user_id/577409,アメショー夫人,,50歳,乾燥肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/577409,クチコミ投稿619件,619,2購入品,,2024/10/28 17:47:58,"GO1明後日の水たまり購入

楽しみにしていましたが、落ちる！
1、2時間したら飲食してないのにかなり薄くなっています。
艶も無し。

これなら通常のリップモンスターにグロス塗った方がいいと思いました。

ムラになりやすいので濃い目に付けちゃうし、ティッシュで濃いとこちょんちょんと押さえたら取れるし艶も無くなるし。

下に薄めのリップモンスターを塗って重ねることにします。

今のところちょっと扱い難しいです。

追記

取れかかってるとこに重ね塗りすると、まあまあ残りました。
落ち方がまだらっぽく汚いかも。
コスパはあんまり良くないかな、通常の方がいいかも。
詳細をみる",https://www.cosme.net/categories/item/913/,グロス,https://www.cosme.net/categories/item/1154/,ティッシュ,,,,,,,,,,,,,,,,,,,https://www.cosme.net/reviews/514231130/,,,,,,,現品,https://www.cosme.net/variations/1185728/,G01 明後日の水たまり,https://fitter.cosme.net/media/product/10260/skuimg_1001938.jpg,,,,,,,,,,,,,-,,,https://www.cosme.net/contact/report-review/review_id/514231130,14,,認証済,https://www.cosme.net/categories/pchannel/6/,https://www.cosme.net/categories/effect/1002/,https://www.cosme.net/categories/effect/1018/,https://www.cosme.net/categories/effect/1021/,通販化粧品・コスメ,,うるおい,,ツヤ,100人以上のメンバーにお気に入り登録されています,,発色がよい,,,,,,,,,,,,,,,,,,,,
https://my.cosme.net/open_top/show/user_id/7373774,https://cache-cdn.cosme.net/media/collection/1800/974/7977570_xs.jpeg,https://my.cosme.net/open_top/show/user_id/7373774,蟻ん子。,,33歳,混合肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/7373774,クチコミ投稿136件,136,5購入品,,2024/10/25 1:04:20,"いよいよ店頭に出現！！
人気すぎて、しばらく店頭に全色揃わなかったモンスター級の売れ行きの「KATE リップモンスター」から新シリーズ「ツヤバース」登場。





#KATE <#ケイト>
#リップモンスターツヤバース
G01:明後日の水たまり
G02:ピンクムーンの雫
G03:99.9°C
1,650円(税込)
2024年10月19日順次発売




\全国発売前に ドンキホーテで新種捕獲！！/
発売当初から数年間、
全色が店頭に並ぶことのなかった
大人気「リップモンスター」の新シリーズ。


飲食しても落ちにくい機能性や保湿感はそのままに、
リップモンスターのスティックシリーズで
最も柔らかい感触「とろツヤジェル膜」を採用。

とろけて潤う…むっちり・ぷるりん肉厚な唇仕上がりで、
潤いも色持ちも、艶感も全部叶える欲張リップ！


また、通常リップモンスターが1,760円に対し、
リップモンスター ツヤバース は1,650円なので
ちょいと購入しやすい価格設定なのも嬉しい♪


ただ、
リップモンスターシリーズ共通の美発色続く、
ジェル膜処方ではありますが…
「ツヤバース」は艶感メインなので、
色持ちは、通常のリップモンスターの方がやっぱり良く感じてしまう印象…。

そして、
もう一つ注意が必要なのは、
一度くり出した中身は戻らない繰り出しタイプという事。
唇の温度で、じゅわっととろけるくらい中身が柔らかいので、1㎜程度くり出して、ゆっくりやさしく塗布するのがオススメです♪




各色味の様子は…
#リップモンスターツヤバースG01 :#明後日の水たまり
公式から…「ジューシーレッド系」。
透明感あるチェリーのような赤の血色感♪
見た目よりも唇に溶け込んでくれるので、赤リップ挑戦してみたい方にもオススメ。

冬場は、どうしても暗めのカラーの洋服を着る事が多いのですが、このリップカラーと組み合わせると、肌色が綺麗に見え相性抜群◎
今シーズンヘビロテの予感です。



#リップモンスターツヤバースG02 :#ピンクムーンの雫
公式から…「ドロップピンク系」。
コーラルがかったピンク血色だから、
唇のくすみをカバーしながら、透明感あるピンク唇仕上げてくれる技ありカラー！


#リップモンスター ツヤバースG03 #99.9°C
公式から…「テラコッタブラウン系」。
チョコレートフォンデュのような…
まろやかなブラウンに、
じゅわっと火照るような血色感を一匙プラスしたリップカラー。




フルーツ飴の様に
ジューシーで透明感ある艶が可愛すぎる…!!

一本買うと、次はどのカラーを購入しようか、
ついつい考えてしまうほど魅力満載のモンスターリップの新シリーズ！

しばらく品切れ…となる前に…！
気になる方や、お見かけの際は、ぜひ早めにチェックしてみてくださいね♪

また、
店頭にテスターが並んでいなく、私も実際のカラーの様子が分からず、勘で選んで買ってしまう事が多いので、少しでも購入の参考になれば幸いです。

詳細をみる",https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1020/,落ちにくい,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/tags/tag/5351/,くすみ,https://www.cosme.net/categories/effect/1018/,ツヤ,,,https://www.cosme.net/reviews/514267489/,https://www.cosme.net/reviews/514267489/photo-1/,https://cache-cdn.cosme.net/media/collection/1800/974/10785707_l.jpg,https://www.cosme.net/reviews/514267489/photo-2/,https://cache-cdn.cosme.net/media/collection/1800/974/10785708_l.jpg,,,現品,https://www.cosme.net/variations/1185728/,G01 明後日の水たまり,https://fitter.cosme.net/media/product/10260/skuimg_1001938.jpg,https://www.cosme.net/variations/1185729/,G02 ピンクムーンの雫,https://fitter.cosme.net/media/product/10260/skuimg_1001941.jpg,https://www.cosme.net/variations/1185730/,G03 99.9℃,https://fitter.cosme.net/media/product/10260/skuimg_1001944.jpg,,,,,,,-,-,,https://www.cosme.net/contact/report-review/review_id/514267489,14,,認証済,https://www.cosme.net/categories/effect/1002/,https://www.cosme.net/categories/effect/1018/,https://www.cosme.net/categories/effect/1064/,https://www.cosme.net/categories/effect/1028/,うるおい,https://www.cosme.net/categories/effect/1020/,ツヤ,https://www.cosme.net/categories/effect/1021/,立体感,,https://www.cosme.net/categories/effect/1086/,フィット感,,持ちがよい・落ちにくい,,発色がよい,,,,,,,50人以上のメンバーにお気に入り登録されています,,,コストパフォーマンス,,,,,,
https://my.cosme.net/open_top/show/user_id/9205503,https://pc.assets-cosme.net/images/user/characters/no_image/noimage_xs.gif,https://my.cosme.net/open_top/show/user_id/9205503,みぃ太郎丸,,48歳,敏感肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/9205503,クチコミ投稿7件,7,3購入品,,2024/10/22 15:22:27,"リップモンスターを愛用ししてます今回のツヤベースは比べ物にならない位落ちますね…。
画像1枚目が塗りたて
画像2枚目がティッシュオフ
画像3枚目が食後
グロスのようなツヤ、塗った時のなめらかさは好きです。でも塗り直しが難しい日は使わないかな。
今までのリップモンスターなら全然直さなかったけど、こちらは食後に塗り直さないとっていう感じ。
詳細をみる",https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/item/1154/,ティッシュ,https://www.cosme.net/categories/item/913/,グロス,https://www.cosme.net/categories/effect/1018/,ツヤ,,,,,,,,,,,,,,,https://www.cosme.net/reviews/514257030/,https://www.cosme.net/reviews/514257030/photo-1/,https://cache-cdn.cosme.net/media/collection/2247/1791/10779282_l.jpg,https://www.cosme.net/reviews/514257030/photo-2/,https://cache-cdn.cosme.net/media/collection/2247/1791/10779283_l.jpg,https://www.cosme.net/reviews/514257030/photo-3/,https://cache-cdn.cosme.net/media/collection/2247/1791/10779284_l.jpg,現品,,,,,,,,,,,,,,,,-,-,-,https://www.cosme.net/contact/report-review/review_id/514257030,14,,認証済,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5人以上のメンバーにお気に入り登録されています
https://my.cosme.net/open_top/show/user_id/10079659,https://cache-cdn.cosme.net/images/user/characters/30/mychara27_xs.gif,https://my.cosme.net/open_top/show/user_id/10079659,AKAさん,,35歳,混合肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/10079659,クチコミ投稿91件,91,6購入品リピート,リピート,2025/9/22 13:42:57,"03を購入して数回使用して、気に入ったので04を購入しました。

口紅タイプのリップモンスターを何色か持っていましたが、若干乾燥するのと荒れやすく、使用期限的に使えなくなって、ツヤバースが良いと聞き購入。

確かにリプモンにはないツヤや厚みがあり、ティッシュオフしても保湿力があり乾燥しない。
リプモンらしく色残りはするけど色みが濃くない。

あと何より、荒れません。最高。

画像では明るく見えますが、04は元々の唇の色が暗いもしくは濃い人には「あんま変わらないな」くらいのナチュラルな仕上がりです。
イエベ春さんや、オフィスメイク時はこれでもいいかも。

03はザ・イエベ秋向きで、唇の色が暗い私にはこちらの方が「化粧してる感」があって好きです。
主張が強すぎるわけでもなくて、大人っぽく落ち着いた色みです。

柔らかいのでリプモンに比べて減りは早そうですが、それでも良い品に出会えました。

リプモンシリーズなので、限定もたくさん出るんだろうな?と、今から楽しみです。
詳細をみる",https://www.cosme.net/categories/item/913/,口紅,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/item/1154/,ティッシュ,,,,,,,,,,,,,,,https://www.cosme.net/reviews/515792167/,https://www.cosme.net/reviews/515792167/photo-1/,https://cache-cdn.cosme.net/media/collection/2460/3499/11588555_l.jpg,,,,,現品,https://www.cosme.net/variations/1201785/,G04　スパイダー リリー調香師,https://fitter.cosme.net/media/product/10260/skuimg_1024220.jpg,https://www.cosme.net/variations/1185730/,G03 99.9℃,https://fitter.cosme.net/media/product/10260/skuimg_1001944.jpg,,,,,,,,,,-,-,,https://www.cosme.net/contact/report-review/review_id/515792167,13,,認証済,https://www.cosme.net/categories/effect/1002/,https://www.cosme.net/categories/effect/1013/,https://www.cosme.net/categories/effect/1018/,https://www.cosme.net/categories/effect/1030/,うるおい,https://www.cosme.net/categories/effect/1028/,ナチュラルメイク,https://www.cosme.net/categories/effect/1020/,ツヤ,,https://www.cosme.net/categories/effect/1086/,肌の透明感・薄づき,,フィット感,,持ちがよい・落ちにくい,,,,,,,,,,コストパフォーマンス,,,,,,
https://my.cosme.net/open_top/show/user_id/8471467,https://cache-cdn.cosme.net/media/collection/2068/939/9680238_xs.jpeg,https://my.cosme.net/open_top/show/user_id/8471467,ベビーバード,,51歳,乾燥肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/8471467,クチコミ投稿143件,143,6購入品リピート,リピート,2025/5/3 15:13:21,"ケイトのリプモンからの派生、ツヤバース。
ツヤが残りにくいリプモンより落ちやすいのですが、ツヤが持続し乾燥しなくて、柔らかくつけやすいリップです。

繰り出すと戻らない仕様なのでどのくらい残ってるのかわからないのが難点。
でもこれ一本で塗ったり、リプモンの上から塗ったりと便利なので、つい新色には飛びついてしまいます。

薄く塗ったり重ね塗りしたりでなんだかんだ活躍するので、これからもついつい買ってしまうんだろうなというお品です。
詳細をみる",https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,,,,,,,,,,,,,,,,,https://www.cosme.net/reviews/515105169/,https://www.cosme.net/reviews/515105169/photo-1/,https://cache-cdn.cosme.net/media/collection/2068/939/11232042_l.jpg,https://www.cosme.net/reviews/515105169/photo-2/,https://cache-cdn.cosme.net/media/collection/2068/939/11232043_l.jpg,,,現品,https://www.cosme.net/variations/1201785/,G04　スパイダー リリー調香師,https://fitter.cosme.net/media/product/10260/skuimg_1024220.jpg,https://www.cosme.net/variations/1201786/,G05　ピンク ロビンの泉,https://fitter.cosme.net/media/product/10260/skuimg_1024222.jpg,https://www.cosme.net/variations/1185728/,G01 明後日の水たまり,https://fitter.cosme.net/media/product/10260/skuimg_1001938.jpg,https://www.cosme.net/variations/1185729/,G02 ピンクムーンの雫,https://fitter.cosme.net/media/product/10260/skuimg_1001941.jpg,https://www.cosme.net/variations/1185730/,G03 99.9℃,https://fitter.cosme.net/media/product/10260/skuimg_1001944.jpg,-,-,-,https://www.cosme.net/contact/report-review/review_id/515105169,13,,認証済,,,,,,,,,,,,,,,,,,,,,25人以上のメンバーにお気に入り登録されています,,,,,,,,,,,
https://my.cosme.net/open_top/show/user_id/9474686,https://cache-cdn.cosme.net/media/collection/2313/638/9949989_xs.jpeg,https://my.cosme.net/open_top/show/user_id/9474686,ハムハムの国,,30歳,脂性肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/9474686,クチコミ投稿144件,144,3購入品,,2024/11/6 11:51:44,"リップモンスターを愛用しているのでこちらのリップも気になって買ってみたんですがすぐ落ちます
リップモンスターのあの落ちなさを期待して買うと残念かも
ツヤ仕上がりで粘膜っぽい仕上がりがめちゃくちゃ可愛いのでこまめに塗り直しできるよって人は良いかも
詳細をみる",https://www.cosme.net/categories/effect/1018/,ツヤ,,,,,,,,,,,,,,,,,,,,,https://www.cosme.net/reviews/514313981/,,,,,,,現品,,,,,,,,,,,,,,,,-,,,https://www.cosme.net/contact/report-review/review_id/514313981,13,500人以上のメンバーにお気に入り登録されています,認証済,https://www.cosme.net/categories/pchannel/2/,https://www.cosme.net/categories/effect/1018/,https://www.cosme.net/categories/effect/1028/,,スーパー・ドラッグ,,ツヤ,,フィット感,,,,,,,,,,,,,,,,,,,,,,,
https://my.cosme.net/open_top/show/user_id/3279576,https://cache-cdn.cosme.net/media/collection/800/2776/7239779_xs.jpeg,https://my.cosme.net/open_top/show/user_id/3279576,tfn326,,28歳,混合肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/3279576,クチコミ投稿216件,216,5購入品,,2024/10/20 21:44:57,"リップモンスターのツヤバージョンとして発売したツヤバース。このツヤツヤ感で少しではあるけど色残りもしてくれて、お気に入りのリップになりました！

03のテラコッタブラウンカラーにしました。私の肌色はクッションファンデの標準より一つ暗い程度で地黒かと思いますが、私がこのカラーを塗るとベージュブラウンっぽい感じになりました。
ブラウン系のカラーでここまでの艶を出せるリップをこれまで見たことがなく、色選び大正解だったなと思っています！

色持ちに関しては写真の通りで、上は塗って5分以上経ってからティッシュオフしたもの、下は塗ってすぐのものです。
やはり本家のリップモンスターと比べてしまうと色落ちしますが、このうる艶感で少しでも発色が残ることはすごいと思います。

1点注意ですが、かなり柔らかいです。そのため、塗布する時は力を入れずに唇の上で滑らせるくらいの力で塗ることをおすすめします。

ちなみにドラッグストアで購入。陳列が下の端っこの方でわかりづらかったからか、公式発売日当日でも全色ありました。
詳細をみる",https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/item/1200/,クッションファンデ,https://www.cosme.net/categories/item/1154/,ティッシュ,https://www.cosme.net/categories/pchannel/2/,ドラッグストア,,,,,,,,,https://www.cosme.net/reviews/514251131/,https://www.cosme.net/reviews/514251131/photo-1/,https://cache-cdn.cosme.net/media/collection/800/2776/10775409_l.jpg,,,,,現品,https://www.cosme.net/variations/1185730/,G03 99.9℃,https://fitter.cosme.net/media/product/10260/skuimg_1001944.jpg,,,,,,,,,,,,,-,-,-,https://www.cosme.net/contact/report-review/review_id/514251131,13,500人以上のメンバーにお気に入り登録されています,認証済,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://my.cosme.net/open_top/show/user_id/8390670,https://cache-cdn.cosme.net/media/collection/2048/2062/8885480_xs.jpeg,https://my.cosme.net/open_top/show/user_id/8390670,r_____emn,,30歳,普通肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/8390670,クチコミ投稿45件,45,7購入品,,2025/5/31 21:42:22,"色持ちも仕上がりも最高です。

水越みさとさんのYouTubeを見て04を購入。
通常のリプモンは皮向けしますが、こちらは大丈夫でした。他の方のレビュー通り、確かに減りは早いです。また繰り出しすぎると塊でついてしまうので、指で伸ばす必要があります。
でもそんなこと気にならないくらい、気に入りました！唇に張りが出ます。

使用感はKANEBOのルージュスターヴァイブラントに似ています。KATEの方が発色が良いです。

04はKANEBOの07にそっくりでした！
詳細をみる",,,,,,,,,,,,,,,,,,,,,,,https://www.cosme.net/reviews/515245510/,,,,,,,現品,https://www.cosme.net/variations/1201785/,G04　スパイダー リリー調香師,https://fitter.cosme.net/media/product/10260/skuimg_1024220.jpg,,,,,,,,,,,,,-,-,-,https://www.cosme.net/contact/report-review/review_id/515245510,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5人以上のメンバーにお気に入り登録されています
https://my.cosme.net/open_top/show/user_id/7576959,https://cache-cdn.cosme.net/media/collection/1849/3455/11319566_xs.jpeg,https://my.cosme.net/open_top/show/user_id/7576959,こじろーごまもち,,38歳,乾燥肌,https://my.cosme.net/open_entry_reviewlist/list/user_id/7576959,クチコミ投稿296件,296,5購入品,,2024/11/24 21:18:59,"秋っぽいカラーのリップが欲しくてリップモンスターのツヤバース、99.9℃を購入してみました。
従来のリップモンスターよりもひと塗りで唇に色づくのが特徴だなと思います。
かなりうるっと、ツヤっとします。
ただ、色持ちなどは従来のリップモンスターとほぼ同じ。なんなら色付き方が強いだけに落ちてる感が強い？
ただこのうるツヤ感はかなり好きなので他のカラーも購入したい…春色カラーも出てくるのかとワクワクしますね。
詳細をみる",https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,https://www.cosme.net/categories/effect/1018/,ツヤ,,,,,,,,,,,,,,,,,https://www.cosme.net/reviews/514384914/,https://www.cosme.net/reviews/514384914/photo-1/,https://cache-cdn.cosme.net/media/collection/1849/3455/10861049_l.jpg,,,,,現品,https://www.cosme.net/variations/1185730/,G03 99.9℃,https://fitter.cosme.net/media/product/10260/skuimg_1001944.jpg,,,,,,,,,,,,,-,,,https://www.cosme.net/contact/report-review/review_id/514384914,12,,,https://www.cosme.net/categories/effect/1002/,https://www.cosme.net/categories/effect/1018/,https://www.cosme.net/categories/effect/1021/,https://www.cosme.net/categories/effect/1086/,うるおい,https://www.cosme.net/tags/tag/619229/,ツヤ,https://www.cosme.net/tags/tag/511636/,発色がよい,100人以上のメンバーにお気に入り登録されています,,コストパフォーマンス,,ツヤバース,,リップモンスター,,,,,,,,,,,,,,,,
