read
"色も可愛くて、持ちも最高！
色が可愛すぎて選んだけど、色持ちもよくてリピ確定です。
詳細をみる"
"かわいい！
白いから汚れが目立ちそうだけど、マットな感じがおしゃれで好きな質感。
詳細をみる"
"確かに持ちがいいしそんなに乾燥も感じないです。
廃盤になったコフレドールと似ています。
ただコップには普通につきますね。
3か10か12で購入を迷い1番ピンク味が強いものを選びましたが、私の唇ではほぼベージュなくらい全体的にカラーの配色が
黄身が強いかなと思います。
詳細をみる"
"本当に落ちにくいです。カップにも付きにくいのがうれしい。
そして塗り心地もいいのが好き。

ただ、唇の皮がむけてしまうこともあるので、塗る前にリップクリームでケアしてから塗るようにしています。

他のカラーも集めたいです。（ミニサイズを切実に展開してほしい・・・）

リップケースは、ポール＆ジョーのものを使っています。
詳細をみる"
"お気に入りすぎて何色も購入しています。
母にもプレゼントしたことがありますが気に入ってずっと使ってくれています！
色味が落ち着いていて使いやすいのと、塗り心地の良さ、色持ちの良さ、塗った時の質感が本当にとても良いです。
年齢問わずおすすめできる商品です。
詳細をみる"
"イエベに合う色ということで、現物を見ないで購入。
…うーん、あまりピンと来ない色かも、グロスかなにかと重ねて使おうと思っていたら、乾燥して皮むけまくってしまいました…
口コミ見てみると、一定数合わない方もいらっしゃるようですね。。
遣うのを楽しみにしていたので残念です…
店頭でタッチアップして様子を見てからの購入をおすすめします…！
詳細をみる"
"今まで使ったリップの中で1番色持ちが良かったです。
塗りたてはむっちりとした仕上がりで綺麗。
時間が経つと艶感は無くなっていきますが、色はしっかりと残っていました。
詳細をみる"
"敏感肌で、いいと言われているリップも、一日試しに使ってみないとわからないタイプです。
たくさんのリップを試して、一日試した結果、こちらのリップが一番モチがよく乾燥しませんでした。
が、既存色はそこまで欲しい色がなく購入見送っていましたが、12を購入。ブルベで唇の色が濃い私の唇にはオレンジぽさが出て新鮮です。
欲を言えばブルベ向きの色をもっと出して欲しいです。
詳細をみる"
"ナチュラルなイエベカラーで使いやすいが少し荒れました
詳細をみる"
"自認イエベ春です。落ちないリップで人気だけど、SNSで見る画像だとくすみ系のカラバリで自分に似合わなさそう… とずっと買えてませんでした。
買おうと決めたタイミングでイエベ春に似合うと言われるサクラシーンが欠品で、代わりにシャイハートと買ってみました。

実際に塗ってみると、唇に自然な血色感が出て綺麗な色でした！素肌に馴染むけど、肌のトーンを明るくしてくれて気に入りました。ぷるっと唇も潤います。
飲食をするとその潤いは多少落ちますが、色はしっかり残っててすごい。
口コミで見るブラウン転びは今のところ感じませんでした。
手持ちのKANEBO スターヴァイブランドV08と色が似てるかもと心配したけどそれも大丈夫でした。

つい最近までKANEBO スターヴァイブランドが1番だ！と思ってましたが、より時間が経っても唇の色を保ってくれるRMKがベストリップになりました。
欠品が明けたらサクラシーンも買います。
詳細をみる"
"色味もとても可愛くて、色もちがいいです！！他の色も気になります！
詳細をみる"
"とてもきれいな色で、伸びもよく、なめらかです。乾燥する感じもありません。
詳細をみる"
"自己判断イエベ秋。こちら2色持っています。
一度塗りだと透け感のある発色、重ね塗りすると色味が濃くなりよりリップにポイントを置いたメイクが出来ます。
色もち、ツヤ感、おしゃれなのに不思議と肌に馴染むカラー展開。どれを取っても素晴らしい。デパコスでこれだけ良い品がこの価格帯で手に入るのも有り難いです。
最近になってようやく店舗や通販でも在庫を見かけるようになり、前よりも手に入りやすくなったので助かる…！
ケースが汚れやすいのだけ難点かな。と思いつつ、クリーナーでさっと拭くだけで取れるので、そこまで不便ではないです。

03シャイハート
素の唇の赤みが強いので、タッチアップした際にそこまで変わらなくない？と思い一度見送ったのですが、後日やっぱり欲しくなり購入。結果、買ってよかったです。
黄味と赤味のバランスが絶妙なお色。
公式サイトではダスティピンクと紹介されていますが、赤みのある自分の唇では素の唇にほんのり血色を足したような、くすみのある赤色に発色します。これがめちゃくちゃに可愛い！
自然に馴染むのにどこかおしゃれな化粧感のある顔になるんですよね。
どんなシーンどんなメイクにも合うので、もうこれひとつあれば良いんじゃない？と思うほど。
もしリップをひとつだけしか持てないのであれば迷わずこちらを選ぶ、それぐらい気に入っています。

07 ピュアプラリネ
最初に購入したのがこちらのカラー。
私の唇では赤みのあるブラウンに発色します。
赤みがあるので、暗く重くなりすぎずとても使いやすいです。
こちらの方が03よりも色味が目立ちますが、やはり自然に馴染んでお洒落な顔にしてくれます。
季節やメイクを選ばず何にでも合いますが、私は目元を薄めにした日や、今の時期は青みのあるチークと合わせるのがお気に入りです。

画像は色味を分かりやすくするため三度塗り重ねています。
詳細をみる"
"買って良かったです。
ラーメンや焼き肉食べてもほんのり綺麗に色残りしてます。フチ残りではなくて全体にほんのりです。
さすがにつけたてのままのツヤが残ってはいませんが
グロスつけたり、リップ位で血色ある唇まで回復します。
ムチッとしていて荒れませんでした。
色は人それぞれ唇の色があるので何とも言えませんが、イエベ万能だと思います。
詳細をみる"
"落ちない！！と話題のこちら。
私の塗りが足りない、、、？落ちます。笑
あんまりがっつり塗りたくないのでポンポン塗りだからかな。
あと私は唇が荒れるとはいきませんが、モロモロします。
とはいえそんなに悪くないので、まあまあ使ってます。笑
詳細をみる"
"もっと早く出会いたかった！！
本当に色持ちが良く、ご飯を食べた後も落ちません。うるおいについては正直そこまで感じないけれど、乾燥もしないし全然OK。マット系になります。
08は落ち着いたオレンジで、色合いもおしゃれ。今後自分のリップはこちらに統一したい。リップ難民を、卒業。ついに。
また違う色も買いたいです
詳細をみる"
"1stイエベ春ブライト、2ndブルベ夏ブライトです。

付けやすい、これ一本で潤う、発色も良い、、言うことなしです！

いろんな色を購入して塗り比べたいと思いました。
詳細をみる"
"色持ちのいいリップは皮むけすることが多く、グロス系しか使っていなかったのですがSNSなのでよく見かけるので、購入しました！
色は迷いに迷って03番にしました！
塗り心地はスルスルと柔らかくとっても塗りやすいです塗ってしばらくするとコップにもつきにくく、評判通り持ちがとてもよくて感動しました！

皮向けもなく使えているので違う色もまた欲しいなと思っています
詳細をみる"
"上品なピンクベージュでお仕事向き。思ったよりも暗めでもう少し華やかなのが良かったです。持ちはクチコミ通りで、朝つけたら塗り直す必要はありません。持ちの良さはリップモンスターと変わらない気がします。むっちり感はRMKの方がある気がします。
詳細をみる"
"初めてのデューイーメルトです。口コミ通り、色もちが良くて驚きました。落ちないわけではないが、落ち方が綺麗。そして塗り直してもムラにならず、メイク直しの観点でもとても優秀。
購入したのは11スパイラルオブライフですが、まさにイエベのためにあるようなブラウンピンク。ミュートカラーのアイメイクに、この11番をつけると、一気に顔が「きちんと」なるので、案外オフィスメイク向きかも…と思います。
ただ、しっかり塗るとブラウンが強めに出てくるので、個人的にこれからの春?夏には少し色味が重いかな…と感じてます。
詳細をみる"
"色持ちの良いのに唇が乾燥しない、荒れないお気に入りの口紅です
似合う色が見つかればとてもお勧め!


04ルビーラビリンス
10サクラシーン
12スイートサブライム

3色を持っています

12のスイートサブライムが透明感があって少し青みのあるピンクで1番使いやすくお気に入り!

04ルビーラビリンスも少し青みのあるピンクですが12スイートサブライムよりも深みがあって落ち着きがあります

10サクラシーンはピンクベージュですが茶色味が強く出て私には似合いませんでした
サクラシーンという名前からイメージするよりも秋っぽい色だと感じました
詳細をみる"
"むっちり、おとななリップな感じで、色味のテイスト最高です！！
12番を購入しました！早く買い足したい…
Lakaを愛用してましたが、時間経った時にも乾きがなかったので今後はこちらをリピートしようかなと思います！
詳細をみる"
"めっちゃいいかはわからないけどムラなくつくので悪くないと思う。ケースが汚れやすいので持ち運びに向かないのが残念。
詳細をみる"
"08番のアンバークイーンを購入しました。
ちょっとモロモロが出てくる時があります。
色は思ったより黄味が物足りなかったですが、きれいな色です。
次はマイチャイを使ってみたいです。
詳細をみる"
"*☆追記☆*　
12 スイート サブライム購入
私の唇では気持ち青み寄りニュートラルなローズピンクに色付きました。
春メイクにも合いそうなフレッシュなピンクにほんの少しくすみもあって、ベージュというかブラウンみ？をほのかに感じられるところがスパイスになって、落ち着きもある素敵なカラーです。

タッチアップの際はリプモンのラスボス系の色みに近いのかな？と思ったのですが、ちゃんと比べたら色みも明度も少し違うなと思って…勢いで口コミをして墓穴を掘りました。苦笑
リプモン新色の19番口染めライチの甘い罠の方がどちらかというと近いと思うのですが、19の方がひとさじ黄み(ピンクベージュ)寄りに感じて私の唇では少しボヤけるので、ラスボスをポンポン軽めに重ねて鮮やかなローズレッドをほんのり足せば似た色みになりました(なぜかリプモン色当てクイズを繰り広げてスミマセン…汗)


*☆最初の投稿☆*　2026.01.11
新色12番スィート サブライムか、以前から気になっていた10番サクラシーンにしようかと店舗に伺い、美容部員さんにニュートラルな色みが好みとお伝えしたらEX05番テイスト オブ トゥルースもオススメとのことで、
３つをタッチアップさせていただきました。

どれも浮くことなく馴染んで良かったのですが、EX05番がベージュが似合いにくい私にしてはしっくりきたので即決でした。
(でも何故か、店舗でのときの方が似合っていたような…照明の加減やリップライナーの色みも良かったのかも。リップライナーも追加で欲しくなってます。笑)
まろやかなローズも感じるベージュで、クールに寄らない
どこか春らしさを感じる柔らかいヌードベージュ。
10番サクラシーンは、私の唇では結構黄みを感じるベージュピンクに色付きました。
12番は、逆に青みを感じられるローズピンクで、リップモンスターのラスボス系の色みが好きな方にささりそうな気がしました。
３つともほのかな白みとくすみ感があってオシャレです。
デューイーメルトとのいう名の通り、とろけるような程よいツヤ感。
発色良くムラになりにくい、やや厚膜なのに、軽やかな印象。

落ちにくさも、定評通りで流石です。
昨日一日使用して過ごしましたが、最後まで色の存在感は残っていてスゴイなと思ったのですが、ツヤや保湿感は次第に失われるので、乾燥はだんだんと感じました。
今日はしっかりめに保湿してから使用してみたら、乾燥は和らぎました。
あと他の方も仰っていますが、時間が経つと赤みが増すように思います。

全体的には、デパコスでは良心的な価格、イメージしていた通りの質感で人気なのが納得のリップでした♪

※写真２枚目は、アディクションのザ リップスティック グレイズドボム004番Trench Nudeと同じヌードベージュで色みが似ているので比べています。(分かりやすいように何度か重ね塗りしています)
どちらもニュートラルなベージュだけど、RMKの方が少し明るめ血色感があると思います。
詳細をみる"
