read
"グレーピージェムが大好きで……！ただ、限定色なので、たくさん使いたい気持ちと無くなったら困るなという気持ちで揺らいでいます笑
どの色もちゅるんしたツヤ発色で可愛らしいですし、オンオフ問わず使えるので重宝しています。スティックタイプのティントの中では一番荒れないので、大好きです。
詳細をみる"
"ラメの感じは可愛かったのですが色味がベージュというより蛍光ピンクでした。
時間がたったり重ねるとより蛍光感が増すのが昔のティントみたいで微妙でした。
詳細をみる"
"ブルベ冬です。オペラのティントはずっと愛用していて、荒れないので結局戻ってきます。限定色を久しぶりに購入し、イメージ通りの発色でした◎シアーなので使いやすいです。
詳細をみる"
"落ち着いたお色で唇にもやさしい。プチプラの中でもやはオペラは使いやすいと思います。限定ではなく定番カラーにしてほしいです。
詳細をみる"
"パケ買いしました！とにかく可愛い！
小さめで持ち歩きやすいのでいつもポーチに入れてます。
塗っても可愛くて、ラメが入って気分が上がります。
時間が経つと乾燥する感じがするのでリップを重ね付けしてます。
詳細をみる"
"落ちない口紅が欲しくて購入。
お安いので私にとっては冒険なテラコッタ系の色味を。
まず確かに落ちない！
忘れた頃に唇を拭くとまだいた！となります。
そして発色がかなり良い。
うすーくのばしてぽんぽんと指で馴染ませるくらいがちょうど良い。
なかなか減らないかも。コスパ良し。

他の色味も気になります。
詳細をみる"
"ラメがキラキラしていてとても可愛い色味です！
詳細をみる"
"ぱっと顔が華やかになるかわいいピンクです。
ただ、30歳にはかわいすぎたかも。
シアー感がかわいいですが、ラメがちょっとゴミついてるみたいにみえます。
詳細をみる"
"リニューアル後初めて使いましたが、保湿感、色もち全てが大満足です！
詳細をみる"
"305ベイビーピンクは肌馴染みの良い可憐なピンク色で、小さなラメが含まれていてとても可愛いです。マットよりは少し取れやすい印象があり、ラメを維持するには塗り直しが必要ですが、色とラメ感が可愛くて塗るたびに気分が上がるので個人的にはとても良い商品だと思います！
詳細をみる"
"色づきの良さとツヤ感にまず感動しました。軽い付け心地で唇にすっとなじみ、乾燥が気にならないのにベタつかないのが嬉しいポイント。発色は自然だけど存在感があり、時間が経ってもくすみにくく、ティントならではの色持ちの良さも実感できました。
詳細をみる"
"ふらっと立ち寄った際に、全色店頭で手にカラーをつけてみて
某デパコスと同じくらい塗りやすくなってる…？と思い、試しに一色かってみました。
むかーしにはこのオペラリップ好きだったけど、
皮向けがすごかったので避けてきてたんですが、
ここ数年で色々リニューアルされたということもあり、
気になってました。
限定色もパッケージも、かわいく一新されており、
春前に気分を変えたい方は必見です。
詳細をみる"
"唇が荒れやすく使えるリップ/使えないリップがハッキリしてしまうのですが、オペラは荒れたことがなく重宝しています。

欲を言うともう少し色もちが良ければ文句なし、、、！？
詳細をみる"
"「オペラ？はは、薄付きリップの話？」
私は脂性肌の日焼けマン。
常に日焼けをしているためか、異様に口が赤い。
それはもう燃え盛る炎のように真紅。
そのため薄付きリップは意味をなさない。
私の真紅を漆黒(理想は茶色)に染めてくれるリップは無いかと探し求めていた。
ある日Twitterでオペラのリップがおすすめに出てきた。
薄付きリップなど興味がないのでスワイプしようとすると、まあ何と試している女性の唇が私の理想とする茶色ではありませんか。
何が起きたのかと疑問に思いながらも足早にショッピングモールへと向かい、件のリップを探す。
あった。確かにそこに期間限定の文字と共にブラウンリップがあった。
なぜか光り輝いているように見えたが、ただの店の照明であった。
私はサンプルを手に取り試した。
ツヤ。なのに濃い発色。何だこれは？
しかも上品なラメ。私はラメリップに弱い。
オペラ。舐めていた。すまない。
そしてその昔、オペラを勧めてくれたにも関わらず、薄付きだからいらないと試しもせずにスルーしたあの時の自分！後悔しろ！
勧めてくれた沢田(幼馴染)本当にごめんな。
ツヤリップなのでもちろん乾燥はしないし何より発色が良い。
購入し、家に帰り手持ちのシュウウエムラのブラウンリップと比較したがほぼ同じ色だった。
シュウウエムラの方が持ちは良いが値段もお手頃で使用感もツヤツヤでとても良いと思った。
迷っているなら買うべきだと思う。
さああなたも！私と沢田と共に茶色リップで街へ繰り出そう。
詳細をみる"
"ラメ！って感じではなく使いやすい。色かわいい。ツヤでる。
詳細をみる"
"思っていたより赤み強め！
ブラウン系がほしくて購入したのですが思ってた以上に赤めです。
もともと唇の色素が薄いのでもともとの唇の色が影響してるわけではないんですが想像より赤くてびっくり…
でも入ってるラメが細かくてとても綺麗です！
詳細をみる"
"202602
さくらミストがすごくよかったので、別色も欲しいなとおもっていたところ、LDKビューティーの青みリップテスト企画で　プラムローズ　が一位になっていたので　
これだとロフトで購入しました。さくらミストほどの感動は色味的にありませんでしたが、
グロスいらずの細かいラメは相変わらずの美麗な仕上がり
テスター使ってみましたがどの色もいい感じです。（★7はそのままにしておきます）

あとデパコスなのでなんですが、口紅はYSLの限定スパークリングデザイアーシリーズとクレドポーのばバレンタイン限定色も気になっています。

老眼進んだのか成分表示がちいさすぎてみれません！別紙で添付希望です＞＜


・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・
202505
限定品のサクラミスト　自分の中でさくらブームなので購入しましたが、
つければつけるほど　うたい文句の通りで驚きます。

”しずくを落とした桜の花びらのような甘くて冷たいぷるんつや”
”きらめく透ける　グロスいらずの水光ツヤ”
なんていわれても　そうか？言われればそうかなぁ・・と思ったりすることも
他商品ではありますが。

このサクラミストは　”もう、そうだよそう、そうなのよ～”
甘いのに冷たくて　浮かない　アイシーグレイかかった絶妙すぎな
おしゃれな今っぽいピンクなのよ～と
驚く仕上がりです。ほんとにぷるぷるだし。値段もまったく高くないし。

いわゆるイエベ気味（というか　もはやオバべ（化け子さん曰くの））なので、この手の青みがかった光るようなカラーは唇だけ浮いてしっくりこないことが多いのですが
私でもばっちり。

20本くらい手元にリップはありますが（ピンクは他に二本所持）
手に入れてから数週間はこれしかつけないくらい気に入ってます。

これからの季節はちょっとオレンジがかったほうがいいかもですが
春はこれしかないという最高カラーでした。


どこも売り切れていて公式ECも完売を謳っていたので、ラクマで一般の方から購入しました。

ほかの色は使ったことないですが。口コミをみるかぎり自然なつやがあってよさそうですね。
オペラといえばマスカラのイメージしかなかった（古い）ので驚きましたね。

久しぶりに皆さん全員に　これすごっ　とお伝えしたい商品でした。


たてじわもみずみずしいつやで目立たない　うたい文句どおり　かなり目立たないですし。

配合成分の一番上　スクワランだし→というかイミュさんでリップ→同じイミュのパラドゥも見なきゃ
とつられてパラドゥのリップクリームも久しぶりに買ってしまいました。
同じ系列で上位互換のアクセーヌのトリートメントリップも　色味は落ち着いてそうですが
ほんとに唇によさそう（色素沈着を防ぐ色素コーティング処方）で気になってます
詳細をみる"
"【410カカオフレイズ】
思ったよりも渋い色でした。かなりダークブラウンなんだけどシアーで、洒落ます！
ピンクラメはパッと見ピンクだとは思わないです。何かカッコいいラメが光ってる、みたいな感じです。

個人的にはベリー色を足したかったので、下に薄くベリー色のリップを塗ってから重ねてます。バレンタイン感が出てめちゃめちゃ可愛いです。

~~~~~~~408ルミナスレッド、409ムーンリットベージュ購入時追記~~~~~~~
クリスマス限定色というのが気に入って購入。

408のルミナスレッドについては、ザ・クリスマスカラーって感じです。ボルドーにゴールド中心のラメがキラキラして、クリスマスらしくてとっても可愛くてテンション上がります！そして流石のグロウリップティント、シアーな発色なので、これだけ華やかなカラーでも派手になり過ぎません。
ブルベ向けの色だと聞きましたが、イエベの私でもそんなに気になりませんでした。
リップが取れてもティントの色も残ってくれるし、一緒にゴールドラメもたっぷり残ってくれるのも気に入りました。

409のムーンリットベージュについては、モーブな色味で大人っぽい感じが良かったです。
ラメは多色ラメですが、塗ってみるとシルバーラメっぽく見えます。でもそれも可愛いです。
ブルベ向けの色だと思うので、イエベの人は化粧下地などで肌色をブルベに調整した方が良いかなと思いました。
ティントで残る色については、元々のリップの色が薄いので、あまり残りませんでした。これに関してはあまりティントの意味は無いかも。。

~~~~~~~407フロストライラック購入時追記~~~~~~~
他の色を買った時に目に入り、購入予定は無かったのに可愛すぎてこれも購入。

一度塗りだとさり気なくて可愛らしい感じに仕上がります。それも良いですが、ぐりぐり塗りだとしっかり発色して見たまま発色になって本当に綺麗です。良い意味で人形のバービーみたいな色です。テンション上がっちゃいます。

強いて短所を言うなら、アラフォーでイエベ秋の私がぐりぐり塗りをしたら流石に少し浮きます（笑）浮くのが嫌な人は一度塗りか下地で肌の色をコントロールするのがお勧めです。

~~~~~~~406ココアシュガー購入時追記~~~~~~~
VoceのYouTubeチャンネルでHMの方々が紹介されていたのを観て購入。

色味はホームページの画像の通りで、それよりも気持ちラメ感が強めでした。
グリグリ塗りをしてもシアー感があるのでやり過ぎな発色にならず、ラメもキラキラしていてすごく可愛かったです。買って良かったと思いました。

私は今季のジルスチュアートのアイシャドウパレットのブルームクチュールアイズの30番のガーランドウィズユー（赤茶系）に合わせて使っていますが、いろんなメイクと相性が良さそうなので、これからヘビロテの予感です。

~~~~~~~307ミルキーテラコッタ購入時追記~~~~~~~

HMの長井かおり先生がYouTubeチャンネルで「今年はチェリーパイみたいな配色のメイクがイチ推し」とおっしゃっていたので気になって購入。
実は長井先生は308のプラムローズを紹介されたいたのでそっちを購入するつもりだったのですが、307の方が可愛かったのでこっちを買いました。

307はミルキーテラコッタという名前みたいですが、私的にはフレッシュなクリアレッドっていう感じがします。
結構発色は強めですが、そこもまた可愛いポイントだと思います。チェリーパイメイクにもってこいです。

~~~~~~~305ベイビーピンク購入時記入~~~~~~~

2025年上半期のベスコスを受賞してたので気になって購入。

めちゃ可愛かったです！求めていた、ザ・ベビーピンクって感じの色味でした。
水光って謳ってるだけあって、潤った感じのプルプル感も良かったです。

リップティントNの方は色味が若すぎてオトナ女子世代の私には若作りしてるみたいになっちゃって使いづらかったのですが、これはアラフォーの私にも馴染んでくれて良かったです。
詳細をみる"
"しっかりした発色で、特に乾燥を感じることもなく使用。
飲み物を飲んでも、そこまで色落ちが激しくなく、1日中付けていても数回の塗り直しで大丈夫でした。
ほどよい艶で上品な印象なので、キラキラとかたっぷりぽってりを求めている時には向かないかも。
詳細をみる"
"色味が好みだったので使ってみましたが塗り心地も良かったし、高発色でした！
日中も乾燥に悩む事がなくてツヤツヤな仕上がりが好み♪はみでてしまう事もなくて普段使いにもぴったりでした＾＾
詳細をみる"
"限定のカラーを購入。プチプラながら、毎年出る限定のからーはいつも秀逸。ブラウンよりのレッドにツヤがプラスされていて、顔色だけでなく気持ちも上がるカラーです。定番化してほしいくらい。
詳細をみる"
"塗った瞬間からみずみずしくて
潤い感があるから、縦皺も目立ちにくい！
発色は綺麗だけど派手すぎないから
デイリー使いもしやすい◎
色持ちもいいから飲み物飲んでも完全に取れる事もなくてお出かけにぴったり！
詳細をみる"
"何本リピートしたかわからないくらいリピートしてる大好きなリップ。

口紅とグロスのいいとこどりをしたようなリップだから一石二鳥すぎるし、付け心地も塗り心地も良くてお気に入り！そして盛れる！

ぷるんとツヤ感がかわいい
詳細をみる"
"ちゅるんと感がたまらん！

なめらかな塗り心地とほんのりピンクがかわいいし、つけ心地も軽くてお気に入り。
いろんなメイクにも合わせやすいからあると便利なリップ！！
詳細をみる"
"オペラリップの中でもこの色味は可愛すぎました！ラメも入ってて気分が上がります！
詳細をみる"
"やっぱりオペラのリップは良い！
オペラは学生時代愛用していたということもあり、馴染みやすい色ばかりのイメージでしたが
ドンピシャで可愛い色に出会いました！
塗りやすくて、発色も良く、買ってから本当に愛用してます。ラメもほんのり付いて、めちゃくちゃかわいいです。
詳細をみる"
"限定のカカオフレイズが好みだったので10年ぶりくらいにオペラのリップ買いました。
パッケージもバレンタインっぽくてテンション上がりました。
現物もラメがとても綺麗で久々の仕様ですが、やっぱりリップクリームのような軽さで塗りやすいです。
詳細をみる"
"店頭で見つけてたまたま購入しました。
程よいツヤ感、荒れ知らず、発色のよさ、コスパ
どれをとっても文句なし！のアイテムです。
サイズが小さめなので、
ポーチの中で嵩張らないのも高ポイントです！
詳細をみる"
"元々、オペラのリップが好きでしたが今回もとても良かったです。塗りたては艶があってむっちりとした唇になります。色味はブラウンですがそこまで強くなくピンクのラメが入ってる点やシアーな感じである点から、ブラウンリップが苦手な人でも使いやすいかと思います。
詳細をみる"
"オペラめっちゃリピしてます（笑）新色が出たら買っちゃう?！季節にあったブラウンが可愛いです。
詳細をみる"
"艶があって可愛いぷるんとした唇になれちゃいます！！
お値段安いのにそんな感じに見えないからすごくおすすめです。
また買いたくなっちゃうリップだと思いました！！
次はピンク系にしようかなー？(*´`*)
詳細をみる"
"軽やかだけどしっかりとした発色で使い心地がいいです♪
色展開も多いのにプチプラだから色々試してみたくなるし、色も落ちにくかったので実用的です。艶感も自然でかさつきが感じられませんでした！
詳細をみる"
"オペラのリップはティント感が全くなくて使いやすいです！
色味もしっかり出てくれるのに全然物足りなさがないし乾燥も感じませんでした！さっと使う事ができるので隙間時間で使えるのが嬉しい！
詳細をみる"
"グラスのようなティントでとってもなり心地が良かったです。色のもちも良かったのでどんな時でも使いやすいし、馴染みやすい色だからシーンも選ばずに使えています！
艶感が綺麗なので乾燥する時にぴったりです。
詳細をみる"
"イエベ秋、310 ディープブラウンを購入。
悪目立ちしない綺麗なブラウンでどんな場面でも使えます。
スルスル塗れて色持ちも良いティント。さすがオペラ！
皮むけもなく、ケースもコンパクトでかわいいし普段使いにちょうど良いリップだと思います。
詳細をみる"
"かわいい色です(^^)
詳細をみる"
"皮むけができてパサパサした印象になる。
詳細をみる"
"限定色のカカオフレイズを購入。
オペラのリップティントは乾燥もしないし、食事をしても落ちにくいので、新色が出る度チェックしています。
朝メイクをする時に、塗ってはティッシュオフをし、また塗って・・・を3回繰り返してます。
他の部分をメイクしながら合間にティッシュオフをするので面倒には感じません。
ここ最近はピンクやレッド系を使っていましたが、気分を変えてブラウン系に挑戦。
とても肌になじんで良い感じです。落ち着いた色でオシャレな感じです。とても気に入りました。
詳細をみる"
"色が好みすぎるため購入。ラメが入っていてかわいい。
色もちも多少するので嬉しい。薄づきのため自分が求めている深みのある色になるのに重ね塗りが必要なのでコスパが良いかは微妙。
詳細をみる"
"・グロウリップティント 410 カカオフレイズ（限定色）
・グロウリップティント 308 プラムローズ
・グロウリップティント 310 ティーブラウン

#PR
#オペラ

ただのブラウンじゃない、ビターなのにちゃんと甘いのが可愛い
オペラのバレンタイン限定色「410 カカオフレイズ」、透け感のある深みブラウンにちゅるっとピンクラメで大人ロマンティックな仕上がりに

グロスいらずでさっと塗るだけでぷるんと水光ツヤが完成するのが嬉しい◎
血色感があるからイエベ・ブルベ問わず使いやすくて、デイリーにも使いやすいブラウンリップ。

苺チョコレートをイメージした3色セットで、その日の気分やメイクに合わせて使い分けできるのもお気に入り

オペラ グロウリップティント
1,980円（税込）

#リップ #リップティント #オペラグロウリップティント
#限定色 #限定コスメ #新作コスメ #水光リップ
詳細をみる"
"バレンタインに向けた
ビターで甘いリップが可愛すぎる...


オペラ グロウリップティント

410 カカオフレイズ（限定色）
308プラムローズ
310 ティーブラウン

1,980円（税込み）



限定色410 カカオフレイズは
透け質感のある深みブラウンに
ちゅるきら青みピンクラメを重ねたカラー。
まるで苺チョコのような
苦くて甘いようなブラウンリップが可愛すぎ！

オペラのリップは塗り心地がスルスルで
ツヤ、色持ち、保湿も叶えてくれる万能リップ。
バレンタインにピッタリな
甘さやビターを感じられる3色リップを気分で使い分けて★
詳細をみる"
"食事しても色は残っているし、乾燥しにくくて良い。
詳細をみる"
"苺チョコレートをイメージした
バレンタイン限定色含む3色を
お試しさせていただきました。

限定色の【410 カカオフレイズ】は
まるでビターチョコような深みのある赤みブラウンに、
甘い苺のような青みピンクが煌めく
大人っぽさと品のある可愛さ◎

ただ深みブラウンで
チョコレート感を出すだけじゃなく、
ピンクラメで苺の甘酸っぱさを演出されていて
そんなこだわりが個人的にとてもお気に入り。

【308 プラムローズ】は
プラムピンクのラメが煌めく、大人可愛い深みローズ。
ほんのり青み寄りで落ち着きのある上品なカラー。

【310 ティーブラウン】は
シルバーラメがつやめく、まろやかな多幸感ブラウン。

どれもバレンタイン気分を
盛り上げてくれるような魅力的なカラー♪
その日の気分やメイクに合わせて使い分けても良いかも◎


なめらかな塗り心地で乾燥しにくく、
使用感もお気に入りです。
詳細をみる"
"久しぶりのオペラ。
リップのラメがマイブームで、ラメ入りのグロスなど使ってましたがパテの毛にそれぞれのリップの色が付いてしまうのが気になりだし、オペラにもラメ入りがあるんだ！と知り購入しました。
色と発色がすごくお気に入りです。
肝心のラメも程よく混ざってます。
ハンバーガー食べた後も唇に色が残ってて感動しました
詳細をみる"
"唇を合わせて馴染ませるときラメのざらざらがわかるくらいザクザクにはいってます！！！！手に出す見本のようにブラウンですが、唇に塗ると赤茶っぽく落ち着いています
ほかのリップと重ねてもかわいいです！
詳細をみる"
"ブルベ夏みのあるライトで発色の良いピンクのリップが欲しいと思い、目についたのがオペラでした。

久々に購入に至りましたが、力無くスルスル濡れて、こんな塗り心地だったっけ?!とびっくりさせられました。これは夏に持ち運ぶのは避けた方がいいのかな？前買った時も気に入ってたけど溶けるのを懸念して、夏に使わず、他のものに手を出して、ズルズル買わない期間が長引いていた気がしなくもないな…。

さて、色味としては、やはりティントなので多少の主張感は入りますが、ほぼ見たままの綺麗なピンク色で発色して可愛いです！フェミニンな雰囲気が好きな人におすすめ。少しラメが入っていますが、よく見ればわかる程度で普段使いしやすいです。
多少お茶したくらいでは落ちず、色持ちも良いです。
ただ、若干乾燥してくるのでグロスで調整しています。それでも、一般的なティントと比べてだいぶ乾燥しづらい方だと思います。
ティントのピンクリップお探しの方ぜひ手に取ってみてください




余談
前は1500円くらいだった記憶ですが、今は2000円程度になってプチプラではない価格帯です。
ロフトやプラザなどのバラエティショップに並んでいて気になったとしても気軽に買いづらく、アットコスメのように実際にお試しして吟味できる場がないと購入に至りにくいと思われるので、もっと試せる場が増えたら良いなあと思います。
詳細をみる"
"オペラ グロウリップティントから
バレンタイン限定色
【410 カカオフレイズ】が登場。

ブラウンリップって
顔色が悪く見えないか心配…って思ってたのに
これは透けるブラウンカラーと
苺みたいな青みピンクラメが入ってるから
血色感が出て一気にお洒落顔に！
甘×苦の絶妙ブラウンが可愛すぎる…

苺チョコレートカラーとして、
既存色2つも今の季節におすすめ…！

【308プラムローズ】は
プラムピンクのラメがきらめく
大人可愛い青みローズカラー。
甘くなり過ぎないピンクが上品…

【310 ティーブラウン】は
シルバーラメがつやめく
まろやか多幸感ブラウン。
オレンジっぽさもある明るめブラウン。


どれも透け感があってデイリーに使いやすい！
詳細をみる"
"ツヤツヤぷるぷるの唇になれるティント♪
塗った瞬間からツヤが出て乾燥しがちな時期でも安心して使える！
発色も良くて長時間つけてても落ちにくいから
お気に入りで最近毎日使ってる！
カラバリーもたくさんあるから他のカラーも集めたい！
詳細をみる"
"左から限定410カカオフレイズ、310ティーブラウン、308プラムローズです。

スティックを見るとラメがぎっしり入っているのですが、実際に使ってみるとラメはそこまで目立たず。
しっかり塗ってもギランギランしないため、大人でも品良く使いやすいラメという印象でした。

テクスチャーは、チップにとるボトルタイプの水系ティントに比べると、スティックらしい若干粘度のある手触り。でもスルスルと滑りよく塗れる感じで、グロスのようなベタつきはありません。
そして発色がとてもよいですね！
手に取るとシアーにも見えるけど、唇に塗るとひと塗りでしっかりと色づいてくれます。
なのでパーソナルカラーに合わない色だとちょっと浮く感じはあります。わたしはイエローベースなためか、308の青みのあるピンクを使うと、唇が浮いた感じには見えます。それはそれで可愛いのですが。

限定の410はブラウンにピンクラメが入っており、ビターさと甘さのバランスがとっても可愛いです。色残りだけちょっと赤くなりやすい気はしますが、特にお気に入りです。
詳細をみる"
"とろけるつけ心地です。グロス無しで簡単にツヤ感が出るので1本できれい。410のピンクラメがとくに気に入ってます！バレンタインにぴったりなカラー！
詳細をみる"
"限定品のカカオフレイズ、
チョコレートのような、色に
テクスチャー。
キラキラした細かいラメに
テンションが上がりました。
買ってよかったです。
詳細をみる"
"ブルベでも綺麗に見えます
ラメが可愛いです
詳細をみる"
"303アプリコットベージュ購入。
305ベイビーピンクを2本使い切り、またリピートするつもりでお店に行きましたが、試しに色を変えてみました。
パーソナルカラー春です。

結果、305よりもナチュラルで気に入りました。
305も変わらず好きですが、朝塗ってランチ後に塗り直すと夕方には唇の縁の方だけ濃いピンクになっているのが少し気になっていました。
303ではその現象がないです。
華やかさはあまり無いですが、自然な血色感で普段使いにぴったりな色味でした。
詳細をみる"
"#PR　#オペラ


トレンドのダークカラーに、軽やかな可愛さときらめきがたっぷりのバレンタイン限定色は透け感があるブラウンで、チラチラ輝くピンクラメがかわいい！
うるうる感もあって、流行りの水光つやが手に入っちゃう。
色持ちもいいのが嬉しい。

私はブラウンリップが大好きで、特に赤みブラウン×透け感は大好き！

手持ちの限定カラー406よりも透け感があって、色味も使いやすかった。

私は308みたいな少しくすんだピンクは得意カラーで、青み系のリップにしたい時はこういう色ばかり選んじゃう。

【使用カラー】
・410 カカオフレイズ（限定色）：ピンクラメがきらめく、赤みニュアンスの透け感ダークブラウン

・308プラムローズ：プラムピンクのラメがきらめく、大人可愛い深みローズ

・310 ティーブラウン：シルバーラメがつやめく、まろやかな多幸感ブラウン
詳細をみる"
"☆☆☆2026.01.24☆☆☆

410・カカオフレイズ

苺のようなピンクラメ透けるチョコ色ティント。

限定色。
バレンタインをイメージした、ハートがあしらわれた箱に入っています。

冬にはぴったりなブラウン系で、リップをメインにもってくるにも良いです。


☆☆☆2026.01.14☆☆☆

307・ミルキーテラコッタ

すでに持っていた310・ティーブラウンと少し系統は似ていますが、307のほうがより赤っぽい。
つやっとした仕上がりと、ティントならではの色持ち、するする塗れる心地よさ。好きなリップです。
詳細をみる"
"塗り心地も良くラメの感じもちょうど良かったです。
詳細をみる"
"お気に入りのプチプラリップ。ティントなのにどろっと感がなかったから普段使いにぴったりだったし、色味も自然で浮いてしまう事なく使えています。
乾燥も長時間感じる事がなくて今の時期な特にいい！
詳細をみる"
"可愛いカラーの質感で大好きです！全色揃えたいくらいです！
詳細をみる"
"久しぶりに使いたくなって買ってきました！

オペラのリップティント、これにしかないよさがある。
一つ持っておくといろんなメイクに合わせられて便利だと思う。
塗り立ての艶やかな感じが可愛いんです。
詳細をみる"
"コーラル系オレンジで発色◯
詳細をみる"
"\\苺チョコレートカラーセット//
オペラ グロウリップティントのバレンタイン限定色「410 カカオフレイズ」が新発売
繊細な青みピンクラメがかわいすぎです

既存色の「308プラムローズ」はブルベさんにぴったりな青みのかわいいローズカラー、「310 ティーブラウン」はシルバーラメが上品なレッドブラウン、限定色「410 カカオフレイズ」は赤みニュアンスの透け感ダークブラウンただのブラウンじゃなくて甘めなブラウンで一気にお洒落顔になるトレンドのブラウンリップです

#PR　#オペラ
詳細をみる"
"色が馴染みやすいのと、ティントということもあって色落ちしにくいと思います。
詳細をみる"
"いつもはデパコス使っているのですが、色味がドンピシャにして可愛い…。

オペラは10代の時に1度だけ使ったっきりなので、どれぐらい持つのとか分かりませんが色味がただただ可愛いです

22日のアットコスメの販売を寝過ごし、お問い合わせしたところ入荷の予定なしとのお返事もらいました。
詳細をみる"
"赤すぎないブラウンで理想の色味です。軽く塗れてラメがとてもかわいいです。
詳細をみる"
"大人っぽさと可愛さを両立したツヤローズ

308はプラム寄りのローズカラーで、
派手すぎないのにしっかり血色感が出るのが魅力。


ラメがとても細かく、唇にのせると
さりげなくきらっと光って上品です

質感はオペラらしいみずみずしいツヤ感


グロスを重ねなくても
ぷるんとした唇に仕上がります。
ベタつきが少なく、スルスル塗れるので
鏡なしでも使いやすいのが嬉しいポイント



発色はシアー寄りで、
ナチュラルメイクやオフィスにも◎
重ね塗りすると深みが出て、
大人っぽい印象にも変えられます。



色持ちは食事をすると多少落ちますが、
ほんのり色が残るので
塗り直し前でも顔色が悪く見えにくいです

上品・ツヤ・自然な血色感を求める方に
ぜひおすすめしたい一本です
詳細をみる"
